Entity,Year,"('Petrol', 'Econ')","('Petrol', 'Mid')","('Petrol', 'Lux')","('Adv Petrol', 'Econ')","('Adv Petrol', 'Mid')","('Adv Petrol', 'Lux')","('Diesel', 'Econ')","('Diesel', 'Mid')","('Diesel', 'Lux')","('Adv Diesel', 'Econ')","('Adv Diesel', 'Mid')","('Adv Diesel', 'Lux')","('CNG', 'Econ')","('CNG', 'Mid')","('CNG', 'Lux')","('Hybrid', 'Econ')","('Hybrid', 'Mid')","('Hybrid', 'Lux')","('Electric', 'Econ')","('Electric', 'Mid')","('Electric', 'Lux')","('Bikes', 'Econ')","('Bikes', 'Lux')","('Electric Bikes', 'Adv Econ')","('Electric Bikes', 'Adv Lux')",Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity),fossil_demand,ev_demand,ev_savings
Croatia,2011,0.3946,0.1656,0.0143,0.0,0.0,0.0,0.0162,0.2739,0.0504,0.0,0.0,0.0,0.0205,0.0086,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0159,0.0,0.0,84.48490142822266,5760000.228881836,3059999.942779541,-1480000.0190734863,1730000.0190734863,2279999.9713897705,2640000.104904175,5900000.095367432,6320000.171661377,2960000.0381469727,250000.0,740000.0095367432,389999.98569488525,15.472614288330078,52.31688690185547,46.505027770996094,0.9999000000000001,0.0,0.0
Croatia,2012,0.3844,0.1594,0.0131,0.0,0.0,0.0,0.0169,0.2898,0.0521,0.0,0.0,0.0,0.0222,0.0092,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.0157,0.0,0.0,83.1046142578125,5550000.190734863,2859999.895095825,-1500000.0,1700000.0476837158,2140000.104904175,2299999.952316284,5690000.057220459,5599999.904632568,2700000.047683716,219999.9988079071,680000.0071525574,349999.9940395355,16.519664764404297,49.55834197998047,48.92607498168945,1.0000000000000002,0.0,0.0
Croatia,2013,0.3464,0.145,0.0118,0.0252,0.0104,0.0009,0.0168,0.2851,0.051,0.0012,0.0198,0.0036,0.0235,0.01,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0306,0.0146,0.0023,0.0011,73.24543762207031,5630000.114440918,2589999.9141693115,-1500000.0,1690000.057220459,1840000.033378601,2279999.9713897705,5769999.980926514,5199999.809265137,2559999.942779541,200000.00298023224,660000.0262260437,379999.9952316284,26.37366104125977,33.23370361328125,66.0069351196289,0.9967,0.0034000000000000002,19205.378136951058
Croatia,2014,0.3335,0.141,0.0114,0.0252,0.0104,0.0008,0.0177,0.299,0.0532,0.0012,0.0208,0.0038,0.0247,0.0109,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0145,0.0022,0.0011,71.5215835571289,5579999.923706055,2589999.9141693115,-1500000.0,1730000.0190734863,1929999.9475479128,2230000.0190734863,5710000.038146973,4690000.057220459,2250000.0,189999.9976158142,670000.0166893005,379999.9952316284,28.121477127075195,25.82263565063477,73.31414794921875,0.9964000000000003,0.0033,18480.52965498793
Croatia,2015,0.3204,0.1369,0.011,0.0254,0.0105,0.0008,0.0187,0.3128,0.0554,0.0013,0.022,0.0041,0.026,0.0118,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.0143,0.0021,0.0011,77.3262939453125,5889999.866485596,2630000.114440918,-1490000.0095367432,1809999.942779541,1940000.057220459,2160000.0858306885,6030000.20980835,4690000.057220459,2500000.0,200000.00298023224,660000.0262260437,360000.01430511475,22.36495018005371,32.710689544677734,65.85986328125,0.9968,0.0031999999999999997,18908.506794496294
Cyprus,2004,0.3481,0.4628,0.0358,0.0,0.0,0.0,0.0027,0.024,0.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.0105,0.0,0.0,99.99303436279295,1990000.0095367432,460000.0083446503,-259999.99046325684,479999.989271164,939999.9976158142,1409999.966621399,2039999.961853028,3349999.9046325684,239999.994635582,0.0,0.0,1110000.0143051147,0.0069648222997784,99.97618865966795,0.0179719105362892,1.0,0.0,0.0
Cyprus,2005,0.3332,0.4904,0.0346,0.0,0.0,0.0,0.0027,0.024,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429,0.0109,0.0,0.0,99.99246215820312,2029999.9713897705,419999.98688697815,-259999.99046325684,490000.0095367432,930000.0071525574,1009999.9904632568,2079999.9237060547,3529999.9713897705,469999.9988079071,0.0,90000.00357627869,1850000.023841858,0.0075332997366786,100.06854248046876,0.0210418105125427,1.0,0.0,0.0
Cyprus,2006,0.3383,0.4935,0.0356,0.0,0.0,0.0,0.0025,0.0229,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,0.0117,0.0,0.0,99.98734283447266,2009999.9904632568,430000.0071525574,-259999.99046325684,479999.989271164,1000000.0,889999.9856948853,2069999.9332427976,3609999.895095825,579999.9833106995,0.0,109999.99940395357,1899999.976158142,0.012689396739006,99.9570083618164,0.0325021483004093,1.0001,0.0,0.0
Cyprus,2007,0.3475,0.4888,0.0324,0.0,0.0,0.0,0.0023,0.0255,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0129,0.0,0.0,99.94100952148438,2150000.095367432,419999.98688697815,-259999.99046325684,490000.0095367432,1009999.9904632568,910000.0262260436,2200000.047683716,3799999.952316284,550000.011920929,0.0,109999.99940395357,1789999.961853027,0.0296303909271955,99.9794692993164,0.0716280043125152,1.0,0.0,0.0
Cyprus,2008,0.3379,0.4971,0.0323,0.0,0.0,0.0,0.0022,0.028,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.0145,0.0,0.0,99.40821838378906,2190000.057220459,409999.9964237213,-259999.99046325684,490000.0095367432,1049999.9523162842,899999.9761581421,2250000.0,3970000.0286102295,509999.9904632568,0.0,129999.99523162842,1720000.0286102295,0.1330990642309188,99.62590789794922,0.3023429811000824,1.0001,0.0,0.0
Cyprus,2009,0.3324,0.4986,0.0332,0.0,0.0,0.0,0.0021,0.0312,0.0582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296,0.0148,0.0,0.0,99.21987915039062,2190000.057220459,419999.98688697815,-259999.99046325684,500000.0,930000.0071525574,779999.9713897705,2250000.0,4019999.9809265137,550000.011920929,0.0,100000.00149011612,1539999.961853027,0.280972957611084,99.32884979248048,0.601265549659729,1.0001,0.0,0.0
Cyprus,2010,0.3337,0.4975,0.0311,0.0,0.0,0.0,0.0021,0.0352,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.015,0.0,0.0,98.87936401367188,2240000.009536743,439999.9976158142,-259999.99046325684,500000.0,839999.9737739563,680000.0071525574,2299999.952316284,3859999.895095825,490000.0095367432,0.0,100000.00149011612,1450000.0476837158,0.6377341151237488,98.64712524414062,1.3716647624969482,0.9999,0.0,0.0
Cyprus,2011,0.3341,0.496,0.0307,0.0,0.0,0.0,0.002,0.0389,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259,0.0148,0.0,0.0,97.92860412597656,2170000.0762939453,430000.0071525574,-319999.9928474426,500000.0,860000.0143051147,569999.9928474426,2230000.0190734863,3720000.0286102295,540000.0214576721,0.0,109999.99940395357,1570000.0524520874,1.5228558778762815,96.3684310913086,3.6112802028656006,0.9998000000000001,0.0,0.0
Cyprus,2012,0.3377,0.4934,0.0283,0.0,0.0,0.0,0.004,0.0404,0.0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0156,0.0,0.0,97.11373138427734,2000000.0,419999.98688697815,-319999.9928474426,509999.9904632568,839999.9737739563,469999.9988079071,2059999.942779541,3529999.9713897705,519999.9809265137,0.0,100000.00149011612,1470000.0286102295,2.300875186920166,94.55162048339844,5.448378086090088,0.9999999999999999,0.0,0.0
Cyprus,2013,0.3174,0.4603,0.0252,0.0228,0.0329,0.0018,0.0038,0.0407,0.0502,0.0003,0.0028,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.014,0.0016,0.001,96.14964294433594,1799999.9523162842,379999.9952316284,-319999.9928474426,519999.9809265137,1090000.033378601,540000.0214576721,1850000.023841858,2809999.942779541,439999.9976158142,0.0,100000.00149011612,1509999.9904632568,3.23244047164917,92.30769348144533,7.622377395629883,0.9974000000000002,0.0026,4692.199594969258
Cyprus,2014,0.3189,0.4592,0.0241,0.0237,0.0336,0.0018,0.0038,0.0436,0.0494,0.0003,0.003,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0134,0.0016,0.001,96.46941375732422,1750000.0,379999.9952316284,-319999.9928474426,529999.9713897705,1320000.0524520874,689999.9976158142,1799999.9523162842,2920000.0762939453,389999.98569488525,0.0,100000.00149011612,1480000.0190734863,3.1309735774993896,92.60110473632812,7.306984424591064,0.9976,0.0026,4560.946271050521
Cyprus,2015,0.3199,0.4575,0.023,0.0248,0.0347,0.0017,0.0038,0.0467,0.0485,0.0003,0.0033,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0127,0.0015,0.001,95.83629608154295,1820000.052452088,389999.98569488525,-319999.9928474426,540000.0214576721,1240000.0095367432,620000.0047683716,1870000.004768372,3009999.990463257,449999.98807907104,0.0,109999.99940395357,1519999.9809265137,3.77632188796997,91.29822540283205,8.8156156539917,0.9976000000000002,0.0025,4560.946402496211
Czech Republic,2004,0.5132,0.1828,0.0218,0.0,0.0,0.0,0.0,0.1227,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1043,0.0313,0.0,0.0,84.66925811767578,15850000.381469728,6329999.923706055,-6949999.809265137,4070000.171661377,3640000.104904175,20850000.381469727,16270000.457763672,69830001.83105469,14930000.30517578,5630000.114440918,1539999.961853027,870000.0047683716,1.4602341651916504,64.88555908203125,3.094788312911988,0.9999000000000001,0.0,0.0
Czech Republic,2005,0.4981,0.1863,0.0218,0.0,0.0,0.0,0.0002,0.1315,0.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054,0.0315,0.0,0.0,85.18949127197266,17149999.618530273,6199999.809265137,-6949999.809265137,4110000.133514404,3670000.076293945,20290000.915527344,17579999.923706055,67919998.16894531,12539999.961853027,6090000.152587891,1620000.0047683716,959999.978542328,1.7223583459854126,65.47701263427734,3.692930221557617,0.9999000000000001,0.0,0.0
Czech Republic,2006,0.4826,0.1901,0.0217,0.0,0.0,0.0,0.0003,0.1421,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0318,0.0,0.0,84.57994079589844,17450000.762939453,6099999.904632568,-6949999.809265137,4159999.847412109,3970000.0286102295,19879999.1607666,17889999.389648438,67860000.61035156,13239999.771118164,6300000.190734863,1610000.0143051147,1009999.9904632568,1.9475972652435305,64.11737823486328,4.163836479187012,0.9999,0.0,0.0
Czech Republic,2007,0.4673,0.1934,0.0218,0.0,0.0,0.0,0.0004,0.152,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0331,0.0,0.0,84.48223876953125,18409999.84741211,6260000.228881836,-6949999.809265137,4119999.885559082,4489999.771118164,18219999.31335449,18879999.1607666,73120002.74658203,11500000.0,5880000.114440918,1509999.9904632568,1039999.9618530272,1.9150995016098025,66.09575653076172,3.855217456817627,0.9999,0.0,0.0
Czech Republic,2008,0.4489,0.1965,0.0227,0.0,0.0,0.0,0.0006,0.1635,0.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0998,0.0345,0.0,0.0,83.65929412841797,18260000.22888184,6179999.828338623,-6949999.809265137,4269999.980926514,4670000.076293945,17350000.381469727,18739999.771118164,68349998.4741211,11939999.5803833,5840000.152587891,1590000.033378601,1070000.0524520874,2.153617143630981,63.472564697265625,4.476317405700684,0.9999,0.0,0.0
Czech Republic,2009,0.4316,0.1956,0.0231,0.0,0.0,0.0,0.0005,0.1776,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0988,0.0356,0.0,0.0,81.94889068603516,17629999.1607666,5980000.019073486,-6949999.809265137,4389999.866485596,4170000.076293945,16790000.915527344,18110000.61035156,63119998.931884766,11880000.114440918,5469999.79019165,1409999.966621399,1019999.9809265136,2.7962987422943115,60.51063537597656,5.676005363464356,0.9999999999999999,0.0,0.0
Czech Republic,2010,0.4162,0.1932,0.0233,0.0,0.0,0.0,0.0005,0.1914,0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0987,0.0363,0.0,0.0,81.60160064697266,16600000.381469728,5929999.828338623,-6949999.809265137,4530000.20980835,4210000.038146973,13399999.618530272,17059999.465942383,66739997.86376953,13909999.84741211,5519999.980926514,1450000.0476837158,939999.9976158142,3.355466604232788,59.755462646484375,6.853124618530273,1.0,0.0,0.0
Czech Republic,2011,0.4134,0.1808,0.0227,0.0,0.0,0.0,0.0005,0.2075,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0994,0.0375,0.0,0.0,80.12742614746094,16469999.313354492,6010000.228881836,-3630000.114440918,4550000.190734863,4639999.866485596,12869999.885559082,16940000.534057617,65389999.38964844,12640000.343322754,5489999.771118164,1450000.0476837158,930000.0071525574,4.27268123626709,58.41668701171875,8.399016380310059,0.9999,0.0,0.0
Czech Republic,2012,0.3861,0.1841,0.0221,0.0,0.0,0.0,0.0006,0.225,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0963,0.038,0.0,0.0,78.60246276855469,16139999.389648438,6440000.057220459,-3640000.104904175,4579999.923706055,4650000.095367432,12630000.114440918,16600000.381469728,62919998.16894531,12750000.0,5269999.980926514,1450000.0476837158,879999.9952316284,4.792661190032959,55.06219482421875,9.344493865966797,0.9998,0.0,0.0
Czech Republic,2013,0.3456,0.1723,0.0201,0.0252,0.0123,0.0014,0.0006,0.2267,0.0482,0.0,0.0156,0.0034,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0845,0.0351,0.0063,0.0025,77.3446273803711,16000000.0,6480000.019073486,-3630000.114440918,4650000.095367432,4420000.076293945,11840000.15258789,16450000.762939451,59040000.915527344,12859999.656677246,4369999.885559082,1450000.0476837158,850000.0238418579,5.604129314422607,52.70780563354492,10.796967506408691,0.991,0.0088,142078.7083753784
Czech Republic,2014,0.3304,0.172,0.0196,0.025,0.0126,0.0014,0.0007,0.2432,0.052,0.0,0.0168,0.0037,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.079,0.0345,0.0062,0.0026,77.16154479980469,16510000.228881836,6579999.923706055,-3630000.114440918,4630000.114440918,4809999.942779541,11619999.885559082,16979999.542236328,56569999.69482422,11239999.771118164,4309999.942779541,1419999.9570846558,879999.9952316284,5.645435810089111,52.91650772094727,10.661988258361816,0.9908999999999999,0.008799999999999999,146622.26462222237
Czech Republic,2015,0.3149,0.1713,0.0191,0.0249,0.013,0.0014,0.0008,0.2601,0.056,0.0001,0.0182,0.0041,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0735,0.0337,0.0061,0.0026,78.6337661743164,17319999.69482422,7039999.961853027,-3640000.104904175,4710000.038146973,5119999.885559082,11779999.732971191,17790000.915527344,56830001.83105469,11619999.885559082,4190000.057220459,1389999.9856948853,879999.9952316284,5.899193286895752,55.1566162109375,11.232644081115724,0.9911,0.0087,152037.12778223256
Denmark,2004,0.2664,0.6123,0.0262,0.0,0.0,0.0,0.0002,0.0304,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0282,0.0157,0.0,0.0,88.27088165283203,13079999.923706057,10630000.114440918,-19999.999552965164,1179999.9475479126,2920000.0762939453,5380000.114440918,13420000.076293943,27110000.61035156,4869999.885559082,2630000.114440918,1929999.9475479128,4869999.885559082,11.729121208190918,76.40977478027344,23.54658889770508,0.9999,0.0,0.0
Denmark,2005,0.2569,0.6256,0.0217,0.0,0.0,0.0,0.0003,0.0294,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0283,0.0169,0.0,0.0,87.51116180419922,13340000.15258789,10520000.457763672,-19999.999552965164,1159999.966621399,2809999.942779541,5179999.828338623,13680000.30517578,23809999.465942383,4780000.20980835,2460000.0381469727,1929999.9475479128,5039999.961853027,12.488842964172363,72.92774963378906,27.07655906677246,0.9997,0.0,0.0
Denmark,2006,0.2483,0.633,0.0225,0.0,0.0,0.0,0.0004,0.0278,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0002,0.0,0.0,0.0,0.0283,0.0182,0.0,0.0,89.37162017822266,13539999.961853027,10390000.343322754,-19999.999552965164,1210000.038146973,2779999.9713897705,5349999.904632568,13890000.343322754,31579999.92370605,4570000.171661377,2309999.942779541,2000000.0,5829999.923706055,10.61083984375,79.84247589111328,20.182147979736328,0.9993,0.0,0.0
Denmark,2007,0.2424,0.6352,0.0233,0.0,0.0,0.0,0.0005,0.027,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0003,0.0,0.0,0.0,0.0295,0.0199,0.0,0.0,87.54986572265625,14140000.343322754,10529999.732971191,-19999.999552965164,1190000.057220459,2740000.009536743,5170000.076293945,14500000.0,26860000.61035156,4269999.980926514,2160000.0858306885,1879999.9952316284,6050000.190734863,12.422539710998535,73.78775024414062,26.21603775024414,0.9985999999999999,0.0,0.0
Denmark,2008,0.2425,0.6328,0.0237,0.0,0.0,0.0,0.0009,0.0271,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0004,0.0,0.0,0.0,0.0298,0.0214,0.0,0.0,87.36443328857422,13930000.30517578,10489999.771118164,-19999.999552965164,1169999.9570846558,2400000.095367432,4670000.076293945,14279999.732971191,24700000.762939453,4139999.866485596,2019999.9809265137,1889999.9856948853,5579999.923706055,12.605600357055664,72.42706298828125,27.574705123901367,0.9980000000000001,0.0,0.0
Denmark,2009,0.2456,0.6341,0.0245,0.0,0.0,0.0,0.001,0.0275,0.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0,0.0,0.0,0.0255,0.0194,0.0,0.0,86.62138366699219,13220000.267028809,10229999.542236328,-19999.999552965164,1110000.0143051147,1870000.004768372,3829999.923706055,13550000.190734863,24629999.1607666,4039999.9618530273,1730000.0190734863,1879999.9952316284,3950000.047683716,13.328370094299316,72.33854675292969,27.65852165222168,0.9974999999999999,0.0,0.0
Denmark,2010,0.2487,0.629,0.0245,0.0,0.0,0.0,0.001,0.0276,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0005,0.0,0.0,0.0,0.0254,0.0205,0.0,0.0,84.21066284179688,13050000.190734863,10420000.076293943,-19999.999552965164,1059999.942779541,1700000.0476837158,4019999.9809265137,13380000.114440918,24569999.69482422,4389999.866485596,1679999.9475479126,1940000.057220459,4619999.885559082,15.651074409484863,68.03423309326172,31.98472213745117,0.9964,0.0,0.0
Denmark,2011,0.2542,0.6218,0.0248,0.0,0.0,0.0,0.001,0.0277,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0005,0.0,0.0,0.0002,0.0253,0.0217,0.0,0.0,80.67182159423828,12760000.228881836,10359999.656677246,-1950000.047683716,1070000.0524520874,1820000.052452088,4010000.228881836,13100000.381469728,20370000.8392334,3720000.0286102295,1450000.0476837158,1840000.033378601,4710000.038146973,18.646690368652344,59.75151824951172,40.25409698486328,0.9958,0.0002,2562.763653119469
Denmark,2012,0.2591,0.6136,0.0232,0.0,0.0,0.0,0.001,0.0287,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0005,0.0,0.0,0.0004,0.0258,0.0236,0.0,0.0,77.8520278930664,11640000.343322754,10399999.618530272,-1950000.047683716,1039999.9618530272,1750000.0,3700000.047683716,11970000.267028809,17139999.389648438,3589999.9141693115,1340000.033378601,1720000.0286102295,4150000.095367432,20.934051513671875,51.65798568725586,48.32686233520508,0.9945999999999999,0.0004,4681.279044167607
Denmark,2013,0.2497,0.5623,0.0221,0.0178,0.0404,0.0016,0.0009,0.0274,0.0182,0.0001,0.0019,0.0013,0.0,0.0,0.0,0.0,0.0057,0.0006,0.0,0.0,0.0004,0.0236,0.0226,0.0017,0.0016,77.450927734375,11449999.809265137,10239999.771118164,-1950000.047683716,1009999.9904632568,1740000.0095367432,3460000.0381469727,11779999.732971191,19319999.69482422,3549999.952316284,1240000.0095367432,1740000.0095367432,4489999.771118164,21.37827491760254,54.05535125732422,45.96068572998047,0.9899,0.0037,42797.25153478231
Denmark,2014,0.2569,0.5509,0.0224,0.019,0.0407,0.0016,0.0009,0.0279,0.0181,0.0001,0.0019,0.0013,0.0,0.0,0.0,0.0,0.0072,0.0007,0.0,0.0,0.0006,0.0231,0.0231,0.0018,0.0017,74.10914611816406,11539999.961853027,10359999.656677246,-1950000.047683716,1000000.0,1690000.057220459,3470000.028610229,11869999.885559082,15770000.457763672,2940000.057220459,1200000.0476837158,1590000.033378601,5039999.961853027,24.63370513916016,44.123294830322266,55.90288925170898,0.9879,0.0040999999999999995,47893.511330698864
Denmark,2015,0.2639,0.539,0.0228,0.0204,0.0412,0.0017,0.001,0.0284,0.018,0.0001,0.002,0.0013,0.0,0.0,0.0,0.0001,0.0091,0.0008,0.0,0.0,0.0007,0.0224,0.0236,0.0018,0.0018,72.0505599975586,12050000.190734863,10539999.961853027,-1950000.047683716,959999.978542328,1679999.9475479126,3400000.095367432,12399999.618530272,13010000.228881836,3109999.895095825,1159999.966621399,1620000.0047683716,5070000.171661377,26.659948348999023,34.56101608276367,65.51390075683594,0.9858,0.0043,52561.37230691815
Estonia,2004,0.2103,0.5195,0.1199,0.0,0.0,0.0,0.0,0.0757,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0088,0.0,0.0,99.71255493164062,2039999.961853028,1789999.961853027,-1360000.0143051147,529999.9713897705,490000.0095367432,1000000.0,2109999.895095825,12930000.30517578,660000.0262260437,59999.99865889549,250000.0,579999.9833106995,0.2874273657798767,99.4759292602539,0.5881211161613464,1.0,0.0,0.0
Estonia,2005,0.1965,0.52,0.1153,0.0,0.0,0.0,0.0012,0.08,0.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0096,0.0,0.0,99.49676513671876,2150000.095367432,1759999.9904632568,-1360000.0143051147,500000.0,509999.9904632568,1070000.0524520874,2210000.0381469727,12979999.542236328,629999.9952316284,59999.99865889549,239999.994635582,540000.0214576721,0.5005239248275757,98.87310028076172,1.0671240091323853,1.0001,0.0,0.0
Estonia,2006,0.1267,0.577,0.1014,0.0,0.0,0.0,0.0014,0.1135,0.0687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0105,0.0,0.0,99.3862533569336,2309999.942779541,1759999.9904632568,-1350000.023841858,479999.989271164,569999.9928474426,1049999.9523162842,2380000.114440918,11619999.885559082,560000.0023841858,70000.00029802322,209999.99344348907,839999.9737739563,0.5939513444900513,98.65379333496094,1.3184667825698853,0.9999,0.0,0.0
Estonia,2007,0.1434,0.4979,0.1259,0.0,0.0,0.0,0.0023,0.1214,0.0951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0131,0.0,0.0,99.4030990600586,2440000.057220459,1779999.9713897705,-1340000.033378601,460000.0083446503,769999.9809265137,1350000.023841858,2509999.990463257,15060000.4196167,550000.011920929,70000.00029802322,219999.9988079071,970000.0286102296,0.5890300869941711,98.7694854736328,1.2223132848739624,0.9998999999999999,0.0,0.0
Estonia,2008,0.1441,0.4807,0.1306,0.0,0.0,0.0,0.0036,0.124,0.1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0147,0.0,0.0,99.08485412597656,2359999.895095825,1830000.042915344,-1330000.0429153442,439999.9976158142,759999.9904632568,1240000.0095367432,2430000.066757202,13649999.618530272,550000.011920929,70000.00029802322,230000.0041723252,1009999.9904632568,0.8455262780189514,98.1003646850586,1.8807295560836792,1.0000000000000002,0.0,0.0
Estonia,2009,0.1413,0.4761,0.1344,0.0,0.0,0.0,0.0027,0.1263,0.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0157,0.0,0.0,97.17898559570312,2130000.114440918,1769999.9809265137,-1320000.0524520874,430000.0071525574,419999.98688697815,790000.0214576721,2190000.057220459,11369999.885559082,509999.9904632568,59999.99865889549,219999.9988079071,829999.9833106995,2.787216186523437,93.8496551513672,6.162870407104492,1.0,0.0,0.0
Estonia,2010,0.138,0.4675,0.1332,0.0,0.0,0.0,0.0029,0.1323,0.1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0163,0.0,0.0,95.48668670654295,2240000.009536743,1759999.9904632568,-1299999.9523162842,439999.9976158142,490000.0095367432,769999.9809265137,2309999.942779541,15180000.30517578,519999.9809265137,59999.99865889549,219999.9988079071,810000.0023841858,4.391971588134766,91.94692993164062,8.069269180297852,0.9998,0.0,0.0
Estonia,2011,0.1347,0.4513,0.1311,0.0,0.0,0.0,0.0031,0.1424,0.1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.017,0.0,0.0,94.9974365234375,2240000.009536743,1789999.961853027,-6159999.847412109,389999.98569488525,610000.0143051147,949999.988079071,2309999.942779541,13989999.771118164,550000.011920929,59999.99865889549,270000.01072883606,740000.0095367432,4.931231498718262,90.82447814941406,9.161561012268066,0.9999,0.0,0.0
Estonia,2012,0.13,0.4292,0.1261,0.0,0.0,0.0,0.0034,0.1544,0.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0174,0.0,0.0,93.81344604492188,2279999.9713897705,1830000.042915344,-6150000.095367432,379999.9952316284,610000.0143051147,860000.0143051147,2339999.9141693115,12739999.771118164,569999.9928474426,59999.99865889549,270000.01072883606,1470000.0286102295,6.125763416290283,87.65772247314453,12.344781875610352,0.9999999999999999,0.0,0.0
Estonia,2013,0.1171,0.3854,0.1145,0.0085,0.0278,0.0082,0.0034,0.157,0.1285,0.0002,0.0108,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0162,0.0008,0.0012,95.23986053466795,2230000.0190734863,1850000.023841858,-6150000.095367432,340000.0035762787,610000.0143051147,1090000.033378601,2289999.961853028,15020000.457763672,569999.9928474426,70000.00029802322,270000.01072883606,1500000.0,4.7120137214660645,90.77213287353516,9.215819358825684,0.9980000000000001,0.002,4468.937913974922
